path,is_gameplay,gameplay_score,sampled_frames,hud_frame_ratio,minimap_score,skill_button_score,top_hud_score,edge_density,source_label,video_id,webpage_url,description,view_count,like_count,comment_count
datasets/tiktok/mlbb/saikyuun_/7443066758254087432.mp4,True,0.5556244850158691,4,0.75,0.6139393939393939,0.41292279411764704,0.357719298245614,0.06266927083333333,saikyuun-,7443066758254087432,https://www.tiktok.com/@saikyuun_/video/7443066758254087432,"3 girls, 7 guys. Mukha ka kasing babae @Yunan 😭 #MLBB #mobilelegends #mlbbm6torchrelay #m6laysiaboleh #phm6claude #mlbbcreatorbase",274400,6702,99
datasets/tiktok/mlbb/saikyuun_/7211097755857505542.mp4,True,0.5552111864089966,4,0.5,0.38515151515151513,0.7852405247813411,0.5289473684210526,0.10700846354166667,saikyuun-,7211097755857505542,https://www.tiktok.com/@saikyuun_/video/7211097755857505542,Ano nga bang CLASS ang pinakamalakas? Tara laro nang magkaalaman na! #fyp #fypシ  #walkonlinemobile #pinoygames #mmorpg #gamer #ad @Walk Online,95400,4512,31
datasets/tiktok/mlbb/saikyuun_/7387627902206070037.mp4,True,0.5551654696464539,4,0.5,0.5151515151515151,0.6840747549019608,0.5726315789473684,0.07243272569444445,saikyuun-,7387627902206070037,https://www.tiktok.com/@saikyuun_/video/7387627902206070037,"Hala, may ads sa dulo 👹 #MLBB #MobileLegends #phmcbacesleague #mlbbzhuxin #zhuxindebut #fyp",78000,4603,67
datasets/tiktok/mlbb/mobilelegendsmy/7640392839494487304.mp4,True,0.5548756122589111,4,0.5,0.6353535353535353,0.43342895640399015,0.6692982456140351,0.08535590277777777,mobilelegendsmy,7640392839494487304,,,,,
datasets/tiktok/mlbb/willdominateyougg/7598490789320101127.mp4,True,0.5548108220100403,4,0.75,0.3683838383838384,0.5791796941991082,0.4577192982456141,0.07013020833333333,willdominateyougg,7598490789320101127,https://www.tiktok.com/@willdominateyougg/video/7598490789320101127,Best MLBB Skin Collab?? #MLBB #argus #aizen #willdominateyougg #fyp,1000000,68200,224
datasets/tiktok/mlbb/nilunaa/7633349871918959880.mp4,True,0.55474853515625,4,0.5,0.6768686868686868,0.43231292517006803,0.5456140350877193,0.09810872395833334,nilunaa,7633349871918959880,https://www.tiktok.com/@nilunaa/video/7633349871918959880,Aurora Combo & Item #MLBB #MLBBNewSkin #mobilelegends #nilunaa,46200,1051,13
datasets/tiktok/mlbb/cedxvi/7433421868830313736.mp4,True,0.5540639758110046,4,0.5,0.5715151515151515,0.5301020408163266,0.741578947368421,0.062025824652777777,cedxvi,7433421868830313736,https://www.tiktok.com/@cedxvi/video/7433421868830313736,🤭 #fypage #johnsontiktok #cedxvi #mlbb,1100000,55100,256
datasets/tiktok/mlbb/cedxvi/7472335159962979602.mp4,True,0.5537962913513184,4,0.75,0.6061616161616161,0.27722303206997084,0.495438596491228,0.07234483506944445,cedxvi,7472335159962979602,https://www.tiktok.com/@cedxvi/video/7472335159962979602,👍#MLBBSkinGifts #MobileLegendsBangBang #MLBB,3200000,220500,1136
datasets/tiktok/mlbb/mobilelegendsmy/7641901272571907346.mp4,True,0.5529407262802124,4,0.75,0.30666666666666664,0.5291666666666666,0.6307017543859649,0.06513020833333334,mobilelegendsmy,7641901272571907346,,,,,
datasets/tiktok/mlbb/mlbbttofficial/7616801379184610581.mp4,True,0.5526742935180664,4,0.75,0.7094949494949495,0.05161792395529641,0.7110526315789474,0.057918836805555554,mlbb-official,7616801379184610581,https://www.tiktok.com/@mlbbttofficial/video/7616801379184610581,"A strong beat drops, and mysterious heroes connected to Castle Aberleen or House Paxley make their dazzling entrance! #MLBBMARCEL #MLBBNEWHERO #MLBBS40 #MLBBGoldenMonth #MobileLegendsBangBang",1300000,76600,748
datasets/tiktok/mlbb/mobilelegends_id/7637062822211390741.mp4,True,0.5524258613586426,4,0.75,0.7792929292929293,0.30154817730663697,0.22771929824561402,0.06535373263888888,mobilelegends-id,7637062822211390741,https://www.tiktok.com/@mobilelegends_id/video/7637062822211390741,Aurora kalau udah dapet momentum emang nyebelin sih ❄️😮‍💨 #mobilelegends_id #serubarengmlbb #samasamamain #MobileLegendsBangBang #MLBBGameplay,31400,574,108
datasets/tiktok/mlbb/mobilelegendsmy/7644837901049761031.mp4,True,0.5517510175704956,4,0.75,0.5312121212121212,0.6021865889212829,0.1326315789473684,0.07620876736111112,mobilelegendsmy,7644837901049761031,,,,,
datasets/tiktok/mlbb/mlbbtopcreation/7217631778226326785.mp4,True,0.5516778230667114,4,0.75,0.2458585858585859,0.4618804664723032,0.7494736842105263,0.07662760416666667,mlbb-top-creation,7217631778226326785,https://www.tiktok.com/@mlbbtopcreation/video/7217631778226326785,"What a save! Oh, wait 🤣@Elanieee #mobilelegends #mgl #mlbbcreatorcamp",2437,160,4
datasets/tiktok/mlbb/saikyuun_/7329722035813371141.mp4,True,0.5514541268348694,4,0.5,0.5932323232323232,0.5874999999999999,0.5963157894736842,0.06561306423611112,saikyuun-,7329722035813371141,https://www.tiktok.com/@saikyuun_/video/7329722035813371141,Tanggal angas talaga 🎀 #MLBB #MobileLegends #phmcbacesleague #mlbbphnatantemporalvortex #natanxaamon #fyp #mlbbxaot,279100,31300,554
datasets/tiktok/mlbb/bonitoflakesmlbb/7452943157269908743.mp4,True,0.5510949492454529,4,0.75,0.19101010101010102,0.49294217687074837,0.7971929824561403,0.074248046875,bonitoflakesmlbb,7452943157269908743,https://www.tiktok.com/@bonitoflakesmlbb/video/7452943157269908743,Almost Savage! Zhuxin Best build and emblem set. #zhuxinmlbb #mlbb #mlbbhighlights #mlbbtiktok #fypシ゚viralシ #MobileLegendsBangBang,2983,42,2
datasets/tiktok/mlbb/mlbbesports_official/7598973000230243591.mp4,True,0.550838828086853,4,0.5,0.6231313131313131,0.4834912536443149,0.496140350877193,0.10944661458333334,mlbb-esports,7598973000230243591,https://www.tiktok.com/@mlbbesports_official/video/7598973000230243591,Fanny MASTERCLASS 😮‍💨 #MLBBEsports #MLBBM7 #MobileLegendsBangBang #M7 #LetTheWorldSeeUs,887700,51700,586
datasets/tiktok/mlbb/saikyuun_/7437082019273755922.mp4,True,0.5505032539367676,4,0.75,0.5394949494949495,0.46104227405247816,0.3270175438596491,0.07160047743055555,saikyuun-,7437082019273755922,https://www.tiktok.com/@saikyuun_/video/7437082019273755922,@Yunan disapproves 😭☹️ #MLBB #mobilelegends #phmcbacesleague #mlbbmegasale #mlbb1111ph24,304300,11900,90
datasets/tiktok/mlbb/mobilelegendsmy/7643452514939292949.mp4,True,0.5501774549484253,4,0.5,0.55,0.5915451895043732,0.5126315789473684,0.10546875,mobilelegendsmy,7643452514939292949,,,,,
datasets/tiktok/mlbb/nilunaa/7606587193917738258.mp4,True,0.549567699432373,4,0.5,0.43636363636363634,0.7489310009718172,0.5,0.08598958333333334,nilunaa,7606587193917738258,https://www.tiktok.com/@nilunaa/video/7606587193917738258,Cara Double Hook Franco  #MLBBxKOF #MLBBKOFSkinFreeTrial #MLBBxOPPO #MLBB #mobilelegends,51900,912,16
datasets/tiktok/mlbb/mlbbttofficial/7627435435555327233.mp4,True,0.5492215156555176,4,0.75,0.5709090909090909,0.3127906966357972,0.5798245614035087,0.04981662326388889,mlbb-official,7627435435555327233,https://www.tiktok.com/@mlbbttofficial/video/7627435435555327233,"Sweep the battlefield with massive AoE! Sprint and charge with Control Immunity, relentlessly pursuing enemies and growing stronger in battle! Revamped Aulus will be available on 04/22. Forge a legendary path on the battlefield with his fighting spirit and conviction! #MobileLegendsBangBang #MLBBAULUS #MLBBREVAMPEDHERO #MLBBS40",330000,6377,144
datasets/tiktok/mlbb/nilunaa/7613705223286181128.mp4,True,0.5491713285446167,4,0.5,0.603030303030303,0.5256681243926141,0.5226315789473683,0.09199435763888889,nilunaa,7613705223286181128,https://www.tiktok.com/@nilunaa/video/7613705223286181128,Lylia combo   #MLBBGoldenMonth #MLBBGoldenTurtle #MLBB #mobilelegends #nilunaa,174000,3246,19
datasets/tiktok/mlbb/mlbbttofficial/7643659564918836500.mp4,True,0.5490609407424927,4,0.5,0.5483838383838384,0.5928206997084549,0.5,0.1085036892361111,mlbb-official,7643659564918836500,https://www.tiktok.com/@mlbbttofficial/video/7643659564918836500,"Carrying the hopes of their people, Yu Zhong, Pharsa, and Ling rise against the Siren to reclaim their treasure and restore the Sigilborn's glory! Even the deepest seas hide treasure. Will you... join this game? #MLBBAllstar #MobileLegendsBangBang #MLBBDreadsea",767400,5006,163
