ts,video_id,title,source,source_url,search_query,path,duration,duration,gunfire_density,burst_ratio,audio_rms,center_motion,center_text,panns_gunshot,panns_machine_gun,panns_gun_max,panns_speech,panns_music,killfeed_density,quality_score,heuristic_score,ranker_score,view_count,hook_score,clip_score,fight_score,payoff_score,kill_notification_score,has_author_kill,loot_walk,panns_explosion,quality_ok,reject_reason,batch_id
2026-09-08T04:16:39Z,6fbde255d01,tt 7682414863745879303,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7682414863745879303.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7682414863745879303.mp4,55.0,55.0,0.0084,3.748,0.0748,0.2076,0.572,0.0011,0.0006,0.0011,0.9138,0.8947,,,,,0,,,,,,,,0.0007,False,talk_menu=rms0.0748:gun0.008,195
2026-09-08T04:17:59Z,ypE3ay9Npbg,yt ypE3ay9Npbg,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_ypE3ay9Npbg.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_ypE3ay9Npbg.mp4,10.16,10.16,0.1613,3.698,0.1353,0.1926,0.332,0.0146,0.0113,0.0147,0.8507,0.8447,0.0,0.0,,,0,,,0.667,0.0,0.0,0,0,0.0147,False,payoff_low=0.000:min0.10,196
2026-09-08T04:18:19Z,QB-NYAzrlHY,КИТАЙСКИЙ СЕРВЕР 5 КАРТА В МЕТРО РОЯЛЬ ,youtube_shorts,https://www.youtube.com/shorts/QB-NYAzrlHY,метро роял 8 карта shorts пабг,/root/datasets/pubg/shorts_autolearn/yt_QB-NYAzrlHY.mp4,55.0,55.0,0.0123,3.375,0.0496,0.21,0.408,0.0001,0.0,0.0004,0.5863,0.6277,,,,,0,,,,,,,,0.0004,False,run_fake_gun=motion0.210:gun0.012,170
2026-09-08T04:18:53Z,qcPZ6FFlc7s,yt qcPZ6FFlc7s,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_qcPZ6FFlc7s.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_qcPZ6FFlc7s.mp4,13.98,13.98,0.2009,4.928,0.134,0.2186,0.316,0.0012,0.0004,0.0012,0.0512,0.8143,0.6605,0.0,,,0,,,0.6854,0.0,0.225,0,0,0.0002,False,payoff_low=0.000:min0.10,194
2026-09-08T04:19:06Z,ncy_eazn-n8,yt ncy eazn-n8,viral_reference,file:///root/datasets/viral_reference/pubg/yt_ncy_eazn-n8.mp4,local:viral_reference,/root/datasets/viral_reference/pubg/yt_ncy_eazn-n8.mp4,43.02,43.02,0.007,3.595,0.0044,0.109,0.221,0.015,0.0051,0.015,0.027,0.1394,,,,,0,,,,,,,,0.0008,False,run_fake_gun=motion0.109:gun0.007,198
2026-09-08T04:19:14Z,kAg8tmXGg9g,yt kAg8tmXGg9g,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_kAg8tmXGg9g.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_kAg8tmXGg9g.mp4,21.2,21.2,0.22,5.68,0.2816,0.1288,0.266,0.0025,0.0015,0.0025,0.0355,0.7555,,,,,0,,,,,,,0,0.0006,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,197
2026-09-08T04:20:39Z,QuSAzLm7bdI,yt QuSAzLm7bdI,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_QuSAzLm7bdI.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_QuSAzLm7bdI.mp4,13.92,13.92,0.1947,4.845,0.212,0.1887,0.448,0.7166,0.68,0.7166,0.2352,0.0351,0.0,0.6945,0.6885,0.6971,0,,,0.9448,0.22,0.0,1,0,0.0008,True,,199
2026-09-08T04:22:25Z,b82084e5174,tt 7681521161452277023,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7681521161452277023.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7681521161452277023.mp4,7.61,7.61,0.1927,3.668,0.114,0.1268,0.466,0.006,0.0033,0.009,0.0646,0.7963,,,,,0,,,,,,,0,0.009,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters1:kf0:mini0.000,201
2026-09-08T04:24:11Z,ZQjPLGNewsA,SOLO VS. SQUADS🔥IS THE METRO DEAD?☠️IS THERE A CHANCE OF RESCUE?😱IN METRO ROYALE,youtube_highlights,https://www.youtube.com/watch?v=ZQjPLGNewsA,метро роял один против сквада,/root/datasets/pubg/shorts_autolearn/yt_ZQjPLGNewsA.mp4,55.0,55.0,0.0084,3.211,0.076,0.0955,0.431,0.0121,0.0022,0.0121,0.803,0.1019,,,,,2391,,,,,,,,0.0004,False,talk_menu=rms0.0760:gun0.008,171
2026-09-08T04:24:53Z,9bddf759aa6,tt 7682445077234339102,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7682445077234339102.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7682445077234339102.mp4,29.51,29.51,0.0,2.849,0.04,0.2267,0.532,0.0875,0.1109,0.1109,0.5156,0.5955,,,,,0,,,,,,,,0.008,False,run_loot=motion0.227:gun0.000,173
2026-09-08T04:24:58Z,t82fKY0fyMk,yt t82fKY0fyMk,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_t82fKY0fyMk.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_t82fKY0fyMk.mp4,14.1,14.1,0.0561,10.055,0.0333,0.2182,0.21,0.3476,0.116,0.3476,0.5114,0.0221,,,,,0,,,,,,,1,0.0018,False,hard_loot_walk,172
2026-09-08T04:25:48Z,6fbde255d01,tt 7682414863745879303,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7682414863745879303.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7682414863745879303.mp4,55.0,55.0,0.0084,3.748,0.0748,0.2076,0.572,0.0011,0.0006,0.0011,0.9138,0.8947,,,,,0,,,,,,,,0.0007,False,talk_menu=rms0.0748:gun0.008,175
2026-09-08T04:26:08Z,vIIiKQ6h6g8,yt vIIiKQ6h6g8,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_vIIiKQ6h6g8.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_vIIiKQ6h6g8.mp4,32.46,32.46,0.0079,9.97,0.0736,0.2476,0.467,0.0062,0.0067,0.0067,0.1922,0.506,,,,,0,,,,,,,,0.004,False,talk_menu=rms0.0736:gun0.008,176
2026-09-08T04:27:46Z,3oNB6ZO7AtY,yt 3oNB6ZO7AtY,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_3oNB6ZO7AtY.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_3oNB6ZO7AtY.mp4,53.52,53.52,0.22,5.612,0.276,0.1914,0.361,0.2294,0.1986,0.2294,0.068,0.666,0.0,0.0,,,0,,,0.8263,0.0,0.0,0,0,0.0166,False,payoff_low=0.000:min0.10,200
2026-09-08T04:28:00Z,a2f8644dbc4,tt 7675035429313236245,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7675035429313236245.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7675035429313236245.mp4,29.15,29.15,0.22,6.0,0.3138,0.3069,0.359,0.0546,0.0526,0.0546,0.3002,0.6078,,,,,0,,,,,,,0,0.009,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,202
2026-09-08T04:29:00Z,b80472574ad,tt 7059405410704428293,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7059405410704428293.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7059405410704428293.mp4,6.59,6.59,0.211,4.254,0.1628,0.1676,0.309,0.2532,0.3214,0.3214,0.1461,0.6844,,,,,0,,,,,,,0,0.0028,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,177
2026-09-08T04:29:15Z,k1tzRu2c8ic,yt k1tzRu2c8ic,shorts_autolearn_media,file:///root/datasets/pubg/shorts_autolearn/yt_k1tzRu2c8ic.mp4,local:shorts_autolearn_media,/root/datasets/pubg/shorts_autolearn/yt_k1tzRu2c8ic.mp4,55.0,55.0,0.1557,3.865,0.1433,0.1444,0.476,0.4378,0.6308,0.6308,0.6154,0.5205,,,,,0,,,,,,,0,0.0057,False,hard_bot_farm=bot_victim_name=ai,203
2026-09-08T04:29:18Z,15eef6b4b43,tt 6891685421374377217,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_6891685421374377217.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_6891685421374377217.mp4,19.58,19.58,0.1749,3.695,0.1163,0.2854,0.154,0.0011,0.001,0.0059,0.0749,0.8461,0.0,0.0,,,0,,,0.463,0.0,0.0,0,0,0.0059,False,payoff_low=0.000:min0.10,204
2026-09-08T04:29:41Z,roEHKQBR5eM,yt roEHKQBR5eM,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_roEHKQBR5eM.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_roEHKQBR5eM.mp4,28.12,28.12,0.0165,5.937,0.066,0.2292,0.533,0.5384,0.3514,0.5384,0.3407,0.0291,,,,,0,,,,,,,,0.0002,False,no_shots=density0.017:burst5.94:ownerrun_fake_gun=motion0.229:gun0.017,206
2026-09-08T04:30:09Z,6f930b3e649,tt 7059469549317475590,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7059469549317475590.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7059469549317475590.mp4,15.2,15.2,0.211,4.211,0.1593,0.2087,0.314,0.0004,0.0001,0.0004,0.4454,0.8435,,,,,0,,,,,,,0,0.0003,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,205
2026-09-08T04:30:19Z,L8jA2CHl8wM,yt L8jA2CHl8wM,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_L8jA2CHl8wM.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_L8jA2CHl8wM.mp4,37.22,37.22,0.2019,5.726,0.2855,0.2961,0.29,0.2466,0.2757,0.2757,0.2613,0.6764,0.0,0.0,,,0,,,0.8504,0.0,0.0,0,0,0.0074,False,payoff_low=0.000:min0.10,174
2026-09-08T04:30:53Z,Mu1pm8sX2NQ,yt Mu1pm8sX2NQ,viral_reference,file:///root/datasets/viral_reference/pubg/yt_Mu1pm8sX2NQ.mp4,local:viral_reference,/root/datasets/viral_reference/pubg/yt_Mu1pm8sX2NQ.mp4,49.24,49.24,0.1723,3.961,0.1055,0.2079,0.36,0.0072,0.0066,0.0072,0.3998,0.738,0.0,0.0,,,0,,,0.6791,0.0,0.0,0,0,0.0054,False,payoff_low=0.000:min0.10,207
2026-09-08T04:31:11Z,ZQjPLGNewsA,yt ZQjPLGNewsA,shorts_autolearn_media,file:///root/datasets/pubg/shorts_autolearn/yt_ZQjPLGNewsA.mp4,local:shorts_autolearn_media,/root/datasets/pubg/shorts_autolearn/yt_ZQjPLGNewsA.mp4,55.0,55.0,0.0084,3.211,0.076,0.0955,0.431,0.0121,0.0022,0.0121,0.803,0.1019,,,,,0,,,,,,,,0.0004,False,talk_menu=rms0.0760:gun0.008,208
2026-09-08T04:31:11Z,QB-NYAzrlHY,yt QB-NYAzrlHY,shorts_autolearn_media,file:///root/datasets/pubg/shorts_autolearn/yt_QB-NYAzrlHY.mp4,local:shorts_autolearn_media,/root/datasets/pubg/shorts_autolearn/yt_QB-NYAzrlHY.mp4,55.0,55.0,0.0123,3.375,0.0496,0.21,0.408,0.0001,0.0,0.0004,0.5863,0.6277,,,,,0,,,,,,,,0.0004,False,run_fake_gun=motion0.210:gun0.012,209
2026-09-08T04:32:05Z,iGm8Mh2pi5k,yt iGm8Mh2pi5k,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_iGm8Mh2pi5k.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_iGm8Mh2pi5k.mp4,31.66,31.66,0.22,5.953,0.3044,0.2595,0.506,0.0126,0.0105,0.0232,0.1109,0.8639,0.4654,0.0,,,0,,,0.7094,0.0,0.225,0,0,0.0232,False,payoff_low=0.000:min0.10,178
2026-09-08T04:34:08Z,a2f8644dbc4,tt 7675035429313236245,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7675035429313236245.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7675035429313236245.mp4,29.15,29.15,0.22,6.0,0.3138,0.3069,0.359,0.0546,0.0526,0.0546,0.3002,0.6078,,,,,0,,,,,,,0,0.009,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,179
2026-09-08T04:35:12Z,bCVo5KE-IlI,yt bCVo5KE-IlI,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_bCVo5KE-IlI.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_bCVo5KE-IlI.mp4,40.07,40.07,0.1925,3.982,0.1401,0.2927,0.352,0.1407,0.1686,0.1686,0.0387,0.6958,0.0,0.0,,,0,,,0.7644,0.0,0.0,0,0,0.0115,False,payoff_low=0.000:min0.10,181
2026-09-08T04:35:18Z,20b43bcc224,tt 7682977874579655966,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7682977874579655966.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7682977874579655966.mp4,55.0,55.0,0.003,6.878,0.0676,0.2139,0.343,0.1047,0.0661,0.1047,0.7904,0.7772,,,,,0,,,,,,,,0.0289,False,talk_menu=rms0.0676:gun0.003,182
2026-09-08T04:35:44Z,qtgYkD8r6IM,yt qtgYkD8r6IM,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_qtgYkD8r6IM.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_qtgYkD8r6IM.mp4,48.42,48.42,0.1588,3.763,0.0951,0.2518,0.409,0.3507,0.2983,0.3507,0.4947,0.6444,0.0,0.5186,0.61,0.4795,0,,,0.8568,0.22,0.0,1,0,0.0009,True,,180
2026-09-08T04:36:30Z,c3f04b9d46c,tt 6892429757615475969,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_6892429757615475969.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_6892429757615475969.mp4,19.67,19.67,0.1896,4.465,0.1261,0.1984,0.181,0.0047,0.004,0.0081,0.0841,0.9051,0.0,0.0,,,0,,,0.6717,0.0,0.0,0,0,0.0081,False,payoff_low=0.000:min0.10,184
2026-09-08T04:36:57Z,f239b46aad2,tt 7059025867195944197,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7059025867195944197.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7059025867195944197.mp4,20.59,20.59,0.0893,6.91,0.0555,0.1923,0.232,0.6686,0.8825,0.8825,0.0328,0.0147,0.0,0.7229,0.7091,0.7288,0,,,0.9809,0.22,0.0,1,0,0.0009,True,,183
2026-09-08T04:38:49Z,kAg8tmXGg9g,yt kAg8tmXGg9g,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_kAg8tmXGg9g.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_kAg8tmXGg9g.mp4,21.2,21.2,0.22,5.68,0.2816,0.1288,0.266,0.0025,0.0015,0.0025,0.0355,0.7555,,,,,0,,,,,,,0,0.0006,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,186
2026-09-08T04:40:56Z,ypE3ay9Npbg,yt ypE3ay9Npbg,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_ypE3ay9Npbg.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_ypE3ay9Npbg.mp4,10.16,10.16,0.1613,3.698,0.1353,0.1926,0.332,0.0146,0.0113,0.0147,0.8507,0.8447,0.0,0.0,,,0,,,0.667,0.0,0.0,0,0,0.0147,False,payoff_low=0.000:min0.10,183
2026-09-08T04:41:36Z,XFY87yUHxww,yt XFY87yUHxww,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_XFY87yUHxww.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_XFY87yUHxww.mp4,41.1,41.1,0.1853,4.164,0.1744,0.2274,0.39,0.1702,0.1648,0.1702,0.5117,0.6822,0.0,0.0,,,0,,,0.7697,0.0,0.0,0,0,0.0032,False,payoff_low=0.000:min0.10,185
2026-09-08T04:41:57Z,00b20056b0a,tt 7491325981525937410,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7491325981525937410.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7491325981525937410.mp4,55.0,55.0,0.1636,4.773,0.1058,0.0563,0.333,0.3563,0.3568,0.3568,0.3442,0.5808,0.5218,0.645,0.8353,0.5635,0,,,0.8703,0.6748,0.5218,1,0,0.0021,True,,187
2026-09-08T04:44:20Z,XFY87yUHxww,yt XFY87yUHxww,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_XFY87yUHxww.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_XFY87yUHxww.mp4,41.1,41.1,0.1853,4.164,0.1744,0.2274,0.39,0.1702,0.1648,0.1702,0.5117,0.6822,0.0,0.0,,,0,,,0.7697,0.0,0.0,0,0,0.0032,False,payoff_low=0.000:min0.10,182
2026-09-08T04:45:07Z,DHikyOn_dZ4,yt DHikyOn dZ4,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_DHikyOn_dZ4.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_DHikyOn_dZ4.mp4,40.86,40.86,0.0717,21.812,0.0402,0.1455,0.364,0.4966,0.6961,0.6961,0.5763,0.0385,0.0,0.0,,,0,,,0.9592,0.0,0.0,0,0,0.0006,False,payoff_low=0.000:min0.10,188
2026-09-08T04:46:05Z,ZAzeIXJNfP0,yt ZAzeIXJNfP0,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_ZAzeIXJNfP0.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_ZAzeIXJNfP0.mp4,44.24,44.24,0.22,5.619,0.2766,0.2271,0.487,0.1392,0.161,0.161,0.3773,0.7152,,,,,0,,,,,,,0,0.0058,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,189
2026-09-08T04:46:14Z,4GFDTG1SNzQ,yt 4GFDTG1SNzQ,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_4GFDTG1SNzQ.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_4GFDTG1SNzQ.mp4,38.02,38.02,0.077,8.758,0.0635,0.1834,0.437,0.3476,0.4934,0.4934,0.284,0.0235,0.0,0.6267,0.714,0.5893,0,,,0.9895,0.22,0.0,1,0,0.0004,True,,184
2026-09-08T04:46:18Z,15eef6b4b43,tt 6891685421374377217,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_6891685421374377217.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_6891685421374377217.mp4,19.58,19.58,0.1749,3.695,0.1163,0.2854,0.154,0.0011,0.001,0.0059,0.0749,0.8461,0.0,0.0,,,0,,,0.463,0.0,0.0,0,0,0.0059,False,payoff_low=0.000:min0.10,185
2026-09-08T04:46:27Z,Eocl_PGaFUY,yt Eocl PGaFUY,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_Eocl_PGaFUY.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_Eocl_PGaFUY.mp4,44.66,44.66,0.0026,2.226,0.0604,0.242,0.432,0.0087,0.004,0.0087,0.0437,0.7522,,,,,0,,,,,,,,0.0001,False,talk_menu=rms0.0604:gun0.003,187
2026-09-08T04:46:35Z,roEHKQBR5eM,yt roEHKQBR5eM,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_roEHKQBR5eM.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_roEHKQBR5eM.mp4,28.12,28.12,0.0165,5.937,0.066,0.2292,0.533,0.5384,0.3514,0.5384,0.3407,0.0291,,,,,0,,,,,,,,0.0002,False,no_shots=density0.017:burst5.94:ownerrun_fake_gun=motion0.229:gun0.017,186
2026-09-08T04:47:56Z,JDskawtOFfQ,yt JDskawtOFfQ,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_JDskawtOFfQ.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_JDskawtOFfQ.mp4,41.1,41.1,0.1853,4.138,0.1532,0.2089,0.334,0.3139,0.2604,0.3139,0.3922,0.6935,,,,,0,,,,,,,0,0.0067,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,191
2026-09-08T04:48:00Z,b227cd4baa4,tt 7486396048055749910,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7486396048055749910.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7486396048055749910.mp4,21.59,21.59,0.1449,2.216,0.0903,0.1824,0.414,0.0014,0.0004,0.0014,0.7079,0.8302,,,,,0,,,,,,,0,0.0004,False,hard_bot_farm=bot_farm_one_sided=quarters3:clusters0:kf0:mini0.000,190
2026-09-08T04:48:27Z,kAg8tmXGg9g,yt kAg8tmXGg9g,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_kAg8tmXGg9g.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_kAg8tmXGg9g.mp4,21.2,21.2,0.22,5.68,0.2816,0.1288,0.266,0.0025,0.0015,0.0025,0.0355,0.7555,,,,,0,,,,,,,0,0.0006,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,189
2026-09-08T04:50:21Z,ypE3ay9Npbg,yt ypE3ay9Npbg,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_ypE3ay9Npbg.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_ypE3ay9Npbg.mp4,10.16,10.16,0.1613,3.698,0.1353,0.1926,0.332,0.0146,0.0113,0.0147,0.8507,0.8447,0.0,0.0,,,0,,,0.667,0.0,0.0,0,0,0.0147,False,payoff_low=0.000:min0.10,193
2026-09-08T04:50:53Z,b82084e5174,tt 7681521161452277023,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7681521161452277023.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7681521161452277023.mp4,7.61,7.61,0.1927,3.668,0.114,0.1268,0.466,0.006,0.0033,0.009,0.0646,0.7963,,,,,0,,,,,,,0,0.009,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters1:kf0:mini0.000,192
2026-09-08T04:51:34Z,roEHKQBR5eM,yt roEHKQBR5eM,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_roEHKQBR5eM.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_roEHKQBR5eM.mp4,28.12,28.12,0.0165,5.937,0.066,0.2292,0.533,0.5384,0.3514,0.5384,0.3407,0.0291,,,,,0,,,,,,,,0.0002,False,no_shots=density0.017:burst5.94:ownerrun_fake_gun=motion0.229:gun0.017,195
2026-09-08T04:51:53Z,nZ8Nsi-oRAs,yt nZ8Nsi-oRAs,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_nZ8Nsi-oRAs.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_nZ8Nsi-oRAs.mp4,55.0,55.0,0.2186,5.576,0.273,0.2902,0.432,0.383,0.5655,0.5655,0.4853,0.5649,0.6997,0.8525,0.9337,0.8177,0,,,0.9576,0.7958,0.6997,1,0,0.0015,True,,188
2026-09-08T04:51:56Z,6f930b3e649,tt 7059469549317475590,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7059469549317475590.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7059469549317475590.mp4,15.2,15.2,0.211,4.211,0.1593,0.2087,0.314,0.0004,0.0001,0.0004,0.4454,0.8435,,,,,0,,,,,,,0,0.0003,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,194
2026-09-08T04:52:07Z,Eocl_PGaFUY,yt Eocl PGaFUY,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_Eocl_PGaFUY.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_Eocl_PGaFUY.mp4,44.66,44.66,0.0026,2.226,0.0604,0.242,0.432,0.0087,0.004,0.0087,0.0437,0.7522,,,,,0,,,,,,,,0.0001,False,talk_menu=rms0.0604:gun0.003,197
2026-09-08T04:52:22Z,ZBnaorYutS4,yt ZBnaorYutS4,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_ZBnaorYutS4.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_ZBnaorYutS4.mp4,50.08,50.08,0.007,6.568,0.0692,0.2364,0.245,0.1439,0.0894,0.1439,0.0812,0.6341,,,,,0,,,,,,,,0.001,False,talk_menu=rms0.0692:gun0.007,198
2026-09-08T04:52:30Z,yjRbmC_MSMk,yt yjRbmC MSMk,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_yjRbmC_MSMk.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_yjRbmC_MSMk.mp4,19.94,19.94,0.056,6.742,0.0855,0.1763,0.2,0.405,0.2753,0.405,0.098,0.0191,,,,,0,,,,,,,1,0.0458,False,hard_loot_walk,196
2026-09-08T04:52:38Z,ncy_eazn-n8,yt ncy eazn-n8,viral_reference,file:///root/datasets/viral_reference/pubg/yt_ncy_eazn-n8.mp4,local:viral_reference,/root/datasets/viral_reference/pubg/yt_ncy_eazn-n8.mp4,43.02,43.02,0.007,3.595,0.0044,0.109,0.221,0.015,0.0051,0.015,0.027,0.1394,,,,,0,,,,,,,,0.0008,False,run_fake_gun=motion0.109:gun0.007,199
2026-09-08T04:52:49Z,qtgYkD8r6IM,yt qtgYkD8r6IM,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_qtgYkD8r6IM.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_qtgYkD8r6IM.mp4,48.42,48.42,0.1588,3.763,0.0951,0.2518,0.409,0.3507,0.2983,0.3507,0.4947,0.6444,0.0,0.5186,0.61,0.4795,0,,,0.8568,0.22,0.0,1,0,0.0009,True,,190
2026-09-08T04:53:23Z,yjRbmC_MSMk,yt yjRbmC MSMk,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_yjRbmC_MSMk.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_yjRbmC_MSMk.mp4,19.94,19.94,0.056,6.742,0.0855,0.1763,0.2,0.405,0.2753,0.405,0.098,0.0191,,,,,0,,,,,,,1,0.0458,False,hard_loot_walk,192
2026-09-08T04:53:30Z,b82084e5174,tt 7681521161452277023,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7681521161452277023.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7681521161452277023.mp4,7.61,7.61,0.1927,3.668,0.114,0.1268,0.466,0.006,0.0033,0.009,0.0646,0.7963,,,,,0,,,,,,,0,0.009,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters1:kf0:mini0.000,191
