ts,video_id,title,source,source_url,search_query,path,duration,duration,gunfire_density,burst_ratio,audio_rms,center_motion,center_text,panns_gunshot,panns_machine_gun,panns_gun_max,panns_speech,panns_music,killfeed_density,quality_score,heuristic_score,ranker_score,view_count,hook_score,clip_score,fight_score,payoff_score,kill_notification_score,has_author_kill,loot_walk,panns_explosion,quality_ok,reject_reason,batch_id
2026-09-08T00:09:08Z,ZAzeIXJNfP0,yt ZAzeIXJNfP0,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_ZAzeIXJNfP0.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_ZAzeIXJNfP0.mp4,44.24,44.24,0.22,5.619,0.2766,0.2271,0.487,0.1392,0.161,0.161,0.3773,0.7152,,,,,0,,,,,,,0,0.0058,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,130
2026-09-08T00:12:16Z,0SHVrsM59xc,yt 0SHVrsM59xc,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_0SHVrsM59xc.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_0SHVrsM59xc.mp4,39.52,39.52,0.1997,5.366,0.2555,0.1629,0.41,0.0113,0.0059,0.0113,0.0423,0.7926,0.0,0.0,,,0,,,0.7003,0.0,0.0,0,0,0.001,False,payoff_low=0.000:min0.10,134
2026-09-08T00:12:30Z,FSp8lWlU4eU,yt FSp8lWlU4eU,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_FSp8lWlU4eU.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_FSp8lWlU4eU.mp4,35.64,35.64,0.1587,4.514,0.103,0.1803,0.337,0.0012,0.0017,0.0017,0.7527,0.7691,0.0,0.0,,,0,,,0.6829,0.0,0.0,0,0,0.0013,False,payoff_low=0.000:min0.10,71
2026-09-08T00:13:08Z,y4Bft7JaxrM,yt y4Bft7JaxrM,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_y4Bft7JaxrM.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_y4Bft7JaxrM.mp4,9.56,9.56,0.1146,5.976,0.0877,0.0856,0.239,0.577,0.6333,0.6333,0.3689,0.0103,0.0,0.0,,,0,,,0.9646,0.0,0.0,0,0,0.0003,False,payoff_low=0.000:min0.10,133
2026-09-08T00:17:28Z,ul5hzTHTdvI,yt ul5hzTHTdvI,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_ul5hzTHTdvI.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_ul5hzTHTdvI.mp4,24.1,24.1,0.0878,6.554,0.093,0.1955,0.343,0.2793,0.3948,0.3948,0.0194,0.4805,0.8154,0.72,0.9283,0.6307,0,,,0.9441,0.8745,0.8154,1,0,0.0056,True,,72
2026-09-08T00:17:40Z,zuYVmhkQ4WE,yt zuYVmhkQ4WE,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_zuYVmhkQ4WE.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_zuYVmhkQ4WE.mp4,51.74,51.74,0.22,5.666,0.2805,0.2652,0.439,0.1899,0.2143,0.2143,0.3036,0.6902,0.0,0.0,,,0,,,0.8173,0.0,0.0,0,0,0.0038,False,payoff_low=0.000:min0.10,70
2026-09-08T00:18:48Z,nmxkP5FswcQ,yt nmxkP5FswcQ,shorts_autolearn_media,file:///root/datasets/pubg/shorts_autolearn/yt_nmxkP5FswcQ.mp4,local:shorts_autolearn_media,/root/datasets/pubg/shorts_autolearn/yt_nmxkP5FswcQ.mp4,55.0,55.0,0.0727,7.696,0.0595,0.1255,0.494,0.1306,0.2649,0.2649,0.8121,0.2022,0.0,0.0,,,0,,,0.8404,0.0,0.0,0,0,0.0057,False,payoff_low=0.000:min0.10,135
2026-09-08T00:19:38Z,1m30KApvyrc,yt 1m30KApvyrc,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_1m30KApvyrc.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_1m30KApvyrc.mp4,12.77,12.77,0.22,4.851,0.2126,0.1747,0.274,0.029,0.0073,0.029,0.2054,0.6915,,,,,0,,,,,,,0,0.0237,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters1:kf0:mini0.000,74
2026-09-08T00:20:17Z,QURdfevGTKo,yt QURdfevGTKo,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_QURdfevGTKo.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_QURdfevGTKo.mp4,18.32,18.32,0.0787,8.849,0.0173,0.1461,0.341,0.4507,0.369,0.4507,0.5094,0.0243,0.0,0.0,,,0,,,0.9503,0.0,0.0,0,0,0.0002,False,payoff_low=0.000:min0.10,73
2026-09-08T00:20:34Z,a2f8644dbc4,tt 7675035429313236245,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7675035429313236245.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7675035429313236245.mp4,29.15,29.15,0.22,6.0,0.3138,0.3069,0.359,0.0546,0.0526,0.0546,0.3002,0.6078,,,,,0,,,,,,,0,0.009,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,136
2026-09-08T00:20:48Z,JDskawtOFfQ,yt JDskawtOFfQ,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_JDskawtOFfQ.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_JDskawtOFfQ.mp4,41.1,41.1,0.1853,4.138,0.1532,0.2089,0.334,0.3139,0.2604,0.3139,0.3922,0.6935,,,,,0,,,,,,,0,0.0067,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,137
2026-09-08T00:21:25Z,_GVch6NxK5k,yt  GVch6NxK5k,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt__GVch6NxK5k.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt__GVch6NxK5k.mp4,55.0,55.0,0.0591,8.055,0.0712,0.2445,0.309,0.518,0.7998,0.7998,0.5482,0.0434,,,,,0,,,,,,,1,0.0001,False,hard_loot_walk,75
2026-09-08T00:23:13Z,EIUD2iCWgmA,yt EIUD2iCWgmA,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_EIUD2iCWgmA.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_EIUD2iCWgmA.mp4,11.92,11.92,0.1721,3.833,0.1278,0.1458,0.406,0.648,0.5829,0.648,0.3848,0.1058,0.0,0.5598,0.6783,0.5089,0,,,0.9271,0.22,0.0,1,0,0.004,True,,76
2026-09-08T00:23:27Z,b80472574ad,tt 7059405410704428293,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7059405410704428293.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7059405410704428293.mp4,6.59,6.59,0.211,4.254,0.1628,0.1676,0.309,0.2532,0.3214,0.3214,0.1461,0.6844,,,,,0,,,,,,,0,0.0028,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,139
2026-09-08T00:23:36Z,JMVOKlVRUyQ,yt JMVOKlVRUyQ,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_JMVOKlVRUyQ.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_JMVOKlVRUyQ.mp4,52.98,52.98,0.0825,6.798,0.0363,0.2523,0.238,0.6056,0.6648,0.6648,0.5269,0.0351,0.6046,0.0,,,0,,,0.7625,0.0,0.225,0,0,0.0011,False,payoff_low=0.000:min0.10,77
2026-09-08T00:24:24Z,iGm8Mh2pi5k,yt iGm8Mh2pi5k,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_iGm8Mh2pi5k.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_iGm8Mh2pi5k.mp4,31.66,31.66,0.22,5.953,0.3044,0.2595,0.506,0.0126,0.0105,0.0232,0.1109,0.8639,0.4654,0.0,,,0,,,0.7094,0.0,0.225,0,0,0.0232,False,payoff_low=0.000:min0.10,138
2026-09-08T00:25:02Z,wpWTqDCiFAg,yt wpWTqDCiFAg,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_wpWTqDCiFAg.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_wpWTqDCiFAg.mp4,25.22,25.22,0.0535,6.548,0.0372,0.2817,0.517,0.0405,0.0295,0.0405,0.7579,0.716,,,,,0,,,,,,,,0.0022,False,loot_walk=density0.053,79
2026-09-08T00:25:59Z,1PXXra-68pk,yt 1PXXra-68pk,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_1PXXra-68pk.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_1PXXra-68pk.mp4,7.75,7.75,0.003,5.856,0.0202,0.2503,0.303,0.0125,0.0057,0.0127,0.1242,0.6957,,,,,0,,,,,,,,0.0127,False,run_loot=motion0.250:gun0.003,80
2026-09-08T00:26:48Z,oJuRlHJjfno,yt oJuRlHJjfno,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_oJuRlHJjfno.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_oJuRlHJjfno.mp4,8.68,8.68,0.0806,9.814,0.0659,0.2165,0.491,0.4346,0.2818,0.4346,0.0546,0.0186,0.3045,0.6784,0.7132,0.6634,0,,,0.9938,0.3418,0.3045,1,0,0.0021,True,,78
2026-09-08T00:28:28Z,z1uErnW0SOc,yt z1uErnW0SOc,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_z1uErnW0SOc.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_z1uErnW0SOc.mp4,50.52,50.52,0.22,5.089,0.2324,0.1541,0.122,0.0015,0.001,0.0019,0.0224,0.8768,0.7862,0.0,,,0,,,0.6823,0.0,0.225,0,0,0.0006,False,payoff_low=0.000:min0.10,82
2026-09-08T00:29:29Z,BUZzd-n9a44,yt BUZzd-n9a44,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_BUZzd-n9a44.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_BUZzd-n9a44.mp4,34.84,34.84,0.1788,4.329,0.1691,0.3973,0.454,0.5636,0.6542,0.6542,0.1949,0.5335,0.5996,0.7685,0.9072,0.7091,0,,,0.9358,0.7277,0.5996,1,0,0.0016,True,,140
2026-09-08T00:29:37Z,TYbPJ9voh-M,yt TYbPJ9voh-M,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_TYbPJ9voh-M.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_TYbPJ9voh-M.mp4,16.46,16.46,0.1461,5.799,0.1404,0.1446,0.193,0.1544,0.0636,0.1544,0.5462,0.6227,0.5766,0.0,,,0,,,0.7964,0.0,0.225,0,0,0.017,False,payoff_low=0.000:min0.10,81
2026-09-08T00:29:59Z,QAoWDySHG4k,yt QAoWDySHG4k,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_QAoWDySHG4k.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_QAoWDySHG4k.mp4,26.64,26.64,0.0061,44.048,0.0018,0.2556,0.436,0.0103,0.0032,0.0103,0.0242,0.0302,,,,,0,,,,,,,,0.0011,False,run_loot=motion0.256:gun0.006,84
2026-09-08T00:30:12Z,cb1e6d3f8c4,tt 7682109399136996615,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7682109399136996615.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7682109399136996615.mp4,55.0,55.0,0.0101,3.385,0.0751,0.2838,0.439,0.0044,0.0004,0.0218,0.8706,0.8678,,,,,0,,,,,,,,0.0029,False,talk_menu=rms0.0751:gun0.010,142
2026-09-08T00:30:36Z,HX0d0_upDlI,yt HX0d0 upDlI,viral_reference,file:///root/datasets/viral_reference/pubg/yt_HX0d0_upDlI.mp4,local:viral_reference,/root/datasets/viral_reference/pubg/yt_HX0d0_upDlI.mp4,18.32,18.32,0.22,5.102,0.2335,0.1413,0.451,0.0002,0.0002,0.0003,0.0198,0.7991,0.0,0.0,,,0,,,0.6895,0.0,0.0,0,0,0.0003,False,payoff_low=0.000:min0.10,141
2026-09-08T00:30:56Z,xsvFcL60Hns,yt xsvFcL60Hns,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_xsvFcL60Hns.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_xsvFcL60Hns.mp4,12.34,12.34,0.1904,4.643,0.1952,0.1244,0.331,0.0011,0.0003,0.0015,0.6532,0.8738,0.6525,0.0,,,0,,,0.6746,0.0,0.225,0,0,0.0015,False,payoff_low=0.000:min0.10,83
2026-09-08T00:32:35Z,2gUbEdyq5oU,yt 2gUbEdyq5oU,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_2gUbEdyq5oU.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_2gUbEdyq5oU.mp4,28.04,28.04,0.0091,5.349,0.0735,0.145,0.346,0.2185,0.0571,0.2185,0.4971,0.6475,,,,,0,,,,,,,,0.0208,False,talk_menu=rms0.0735:gun0.009,85
2026-09-08T00:32:47Z,ronslyWh6m8,yt ronslyWh6m8,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_ronslyWh6m8.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_ronslyWh6m8.mp4,30.22,30.22,0.22,5.477,0.2647,0.2673,0.399,0.056,0.059,0.059,0.042,0.7926,,,,,0,,,,,,,0,0.0102,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,144
2026-09-08T00:33:08Z,EJvB7Robvm8,yt EJvB7Robvm8,viral_reference,file:///root/datasets/viral_reference/pubg/yt_EJvB7Robvm8.mp4,local:viral_reference,/root/datasets/viral_reference/pubg/yt_EJvB7Robvm8.mp4,18.86,18.86,0.1579,7.624,0.098,0.3066,0.216,0.008,0.0034,0.008,0.1508,0.7212,0.5655,0.0,,,0,,,0.7453,0.0,0.225,0,0,0.0047,False,payoff_low=0.000:min0.10,143
2026-09-08T00:33:49Z,63y9jigmcdw,yt 63y9jigmcdw,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_63y9jigmcdw.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_63y9jigmcdw.mp4,49.8,49.8,0.0565,6.748,0.0245,0.2849,0.308,0.5039,0.6026,0.6026,0.4859,0.3423,,,,,0,,,,,,,1,0.0006,False,hard_loot_walk,145
2026-09-08T00:34:07Z,zAv4XY_zPNI,yt zAv4XY zPNI,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_zAv4XY_zPNI.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_zAv4XY_zPNI.mp4,13.3,13.3,0.22,6.0,0.4652,0.1422,0.488,0.0292,0.0184,0.0369,0.498,0.8481,,,,,0,,,,,,,0,0.0369,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,86
2026-09-08T00:34:16Z,4b0bb6d9cfd,tt 7682857444665609480,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7682857444665609480.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7682857444665609480.mp4,36.47,36.47,0.0121,3.65,0.0588,0.3406,0.165,0.0043,0.0038,0.0043,0.705,0.763,,,,,0,,,,,,,,0.0003,False,talk_menu=rms0.0588:gun0.012,147
2026-09-08T00:35:11Z,BVf-fTMCbQM,yt BVf-fTMCbQM,viral_reference,file:///root/datasets/viral_reference/pubg/yt_BVf-fTMCbQM.mp4,local:viral_reference,/root/datasets/viral_reference/pubg/yt_BVf-fTMCbQM.mp4,15.58,15.58,0.1893,4.72,0.2017,0.2345,0.326,0.0182,0.0211,0.0211,0.4718,0.8032,,,,,0,,,,,,,0,0.0017,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,88
2026-09-08T00:35:28Z,rdxVFI9FMzk,yt rdxVFI9FMzk,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_rdxVFI9FMzk.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_rdxVFI9FMzk.mp4,14.64,14.64,0.0064,38.39,0.0112,0.1067,0.328,0.011,0.002,0.011,0.0586,0.776,,,,,0,,,,,,,,0.0079,False,run_fake_gun=motion0.107:gun0.006,89
2026-09-08T00:35:50Z,dd00b542b32,owner ref mobile saturated firefight 547e,exemplar_good,file:///root/data/highlight_exemplars/pubg/good/owner_ref_mobile_saturated_firefight_547e.mp4,local:exemplar_good,/root/data/highlight_exemplars/pubg/good/owner_ref_mobile_saturated_firefight_547e.mp4,50.43,50.43,0.22,6.0,0.3685,0.2861,0.249,0.2854,0.4061,0.4061,0.3836,0.5862,,,,,0,,,,,,,0,0.0053,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,148
2026-09-08T00:35:51Z,V-JVo6BRwsU,yt V-JVo6BRwsU,shorts_autolearn_media,file:///root/datasets/pubg/shorts_autolearn/yt_V-JVo6BRwsU.mp4,local:shorts_autolearn_media,/root/datasets/pubg/shorts_autolearn/yt_V-JVo6BRwsU.mp4,55.0,55.0,0.1442,5.426,0.1036,0.225,0.421,0.19,0.0725,0.19,0.4246,0.1387,,,,,0,,,,,,,0,0.0009,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters1:kf0:mini0.000,146
2026-09-08T00:37:29Z,s006coPG2iY,yt s006coPG2iY,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_s006coPG2iY.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_s006coPG2iY.mp4,19.8,19.8,0.22,5.205,0.2421,0.1966,0.428,0.4645,0.6102,0.6102,0.0398,0.0161,,,,,0,,,,,,,0,0.0497,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,87
2026-09-08T00:37:53Z,xkAKdW4xCXA,yt xkAKdW4xCXA,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_xkAKdW4xCXA.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_xkAKdW4xCXA.mp4,29.6,29.6,0.22,5.846,0.2955,0.2502,0.264,0.0574,0.0562,0.0574,0.1018,0.7342,,,,,0,,,,,,,0,0.0031,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,150
2026-09-08T00:37:54Z,ul5hzTHTdvI,yt ul5hzTHTdvI,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_ul5hzTHTdvI.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_ul5hzTHTdvI.mp4,24.1,24.1,0.0878,6.554,0.093,0.1955,0.343,0.2793,0.3948,0.3948,0.0194,0.4805,0.8154,0.72,0.9283,0.6307,0,,,0.9441,0.8745,0.8154,1,0,0.0056,True,,149
2026-09-08T00:38:02Z,63y9jigmcdw,yt 63y9jigmcdw,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_63y9jigmcdw.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_63y9jigmcdw.mp4,49.8,49.8,0.0565,6.748,0.0245,0.2849,0.308,0.5039,0.6026,0.6026,0.4859,0.3423,,,,,0,,,,,,,1,0.0006,False,hard_loot_walk,91
2026-09-08T00:38:09Z,gU8lRzWUIdk,yt gU8lRzWUIdk,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_gU8lRzWUIdk.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_gU8lRzWUIdk.mp4,53.16,53.16,0.0341,15.253,0.0372,0.2668,0.409,0.0078,0.0017,0.0078,0.0714,0.6837,,,,,0,,,,,,,,0.0006,False,loot_walk=density0.034,151
2026-09-08T00:38:20Z,UOj8L5BitME,yt UOj8L5BitME,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_UOj8L5BitME.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_UOj8L5BitME.mp4,14.12,14.12,0.1713,3.825,0.1318,0.22,0.432,0.6371,0.6807,0.6807,0.5598,0.0147,0.5473,0.6123,0.8949,0.4912,0,,,0.9269,0.6922,0.5473,1,0,0.0046,True,,90
2026-09-08T00:39:03Z,1ce018b1f50,tt 7490165167427161366,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7490165167427161366.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7490165167427161366.mp4,14.74,14.74,0.0016,2.426,0.0639,0.22,0.317,0.0015,0.0004,0.0015,0.7917,0.8091,,,,,0,,,,,,,,0.0011,False,talk_menu=rms0.0639:gun0.002,153
2026-09-08T00:39:37Z,Eocl_PGaFUY,yt Eocl PGaFUY,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_Eocl_PGaFUY.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_Eocl_PGaFUY.mp4,44.66,44.66,0.0026,2.226,0.0604,0.242,0.432,0.0087,0.004,0.0087,0.0437,0.7522,,,,,0,,,,,,,,0.0001,False,talk_menu=rms0.0604:gun0.003,154
2026-09-08T00:39:56Z,xkAKdW4xCXA,yt xkAKdW4xCXA,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_xkAKdW4xCXA.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_xkAKdW4xCXA.mp4,29.6,29.6,0.22,5.846,0.2955,0.2502,0.264,0.0574,0.0562,0.0574,0.1018,0.7342,,,,,0,,,,,,,0,0.0031,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,93
2026-09-08T00:39:56Z,8b3666b032e,owner ref mobile metro multikill c122,exemplar_good,file:///root/data/highlight_exemplars/pubg/good/owner_ref_mobile_metro_multikill_c122.mp4,local:exemplar_good,/root/data/highlight_exemplars/pubg/good/owner_ref_mobile_metro_multikill_c122.mp4,35.23,35.23,0.2071,4.415,0.1762,0.1961,0.281,0.1021,0.1195,0.1195,0.3883,0.7414,,,,,0,,,,,,,0,0.0085,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,152
2026-09-08T00:40:15Z,9-ItFS-wgs0,yt 9-ItFS-wgs0,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_9-ItFS-wgs0.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_9-ItFS-wgs0.mp4,48.06,48.06,0.0397,20.811,0.0031,0.2012,0.459,0.2253,0.1845,0.2253,0.0321,0.0156,,,,,0,,,,,,,,0.0002,False,loot_walk=density0.040,94
2026-09-08T00:40:38Z,Enuock18RhU,yt Enuock18RhU,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_Enuock18RhU.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_Enuock18RhU.mp4,12.68,12.68,0.0697,8.65,0.03,0.2062,0.331,0.2331,0.2886,0.2886,0.4425,0.0592,,,,,0,,,,,,,1,0.0018,False,hard_loot_walk,155
2026-09-08T00:41:24Z,ibUXd892k3o,yt ibUXd892k3o,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_ibUXd892k3o.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_ibUXd892k3o.mp4,39.98,39.98,0.0285,5.672,0.0397,0.3583,0.338,0.4015,0.3069,0.4015,0.25,0.5763,,,,,0,,,,,,,,0.0046,False,no_shots=density0.028:burst5.67,95
2026-09-08T00:42:39Z,BkjJjn7y9a8,yt BkjJjn7y9a8,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_BkjJjn7y9a8.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_BkjJjn7y9a8.mp4,48.66,48.66,0.22,6.0,0.3207,0.1994,0.31,0.0287,0.0148,0.0287,0.508,0.7688,,,,,0,,,,,,,0,0.0052,False,hard_bot_farm=bot_farm_one_sided=quarters4:clusters0:kf0:mini0.000,157
2026-09-08T00:43:04Z,wpWTqDCiFAg,yt wpWTqDCiFAg,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_wpWTqDCiFAg.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_wpWTqDCiFAg.mp4,25.22,25.22,0.0535,6.548,0.0372,0.2817,0.517,0.0405,0.0295,0.0405,0.7579,0.716,,,,,0,,,,,,,,0.0022,False,loot_walk=density0.053,158
2026-09-08T00:44:37Z,RI62DGIdWus,yt RI62DGIdWus,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_RI62DGIdWus.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_RI62DGIdWus.mp4,16.42,16.42,0.1351,3.65,0.1391,0.2891,0.687,0.6195,0.7061,0.7061,0.0422,0.0565,0.7219,0.7044,0.9176,0.613,0,,,0.9239,0.8109,0.7219,1,0,0.0002,True,,96
2026-09-08T00:44:54Z,zuYVmhkQ4WE,yt zuYVmhkQ4WE,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_zuYVmhkQ4WE.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_zuYVmhkQ4WE.mp4,51.74,51.74,0.22,5.666,0.2805,0.2652,0.439,0.1899,0.2143,0.2143,0.3036,0.6902,0.0,0.0,,,0,,,0.8173,0.0,0.0,0,0,0.0038,False,payoff_low=0.000:min0.10,156
2026-09-08T00:45:35Z,9bddf759aa6,tt 7682445077234339102,tiktok_pubg,file:///root/datasets/tiktok/pubg/tt_7682445077234339102.mp4,local:tiktok_pubg,/root/datasets/tiktok/pubg/tt_7682445077234339102.mp4,29.51,29.51,0.0,2.849,0.04,0.2267,0.532,0.0875,0.1109,0.1109,0.5156,0.5955,,,,,0,,,,,,,,0.008,False,run_loot=motion0.227:gun0.000,159
2026-09-08T00:47:09Z,IeQJoUUYmso,yt IeQJoUUYmso,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_IeQJoUUYmso.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_IeQJoUUYmso.mp4,23.48,23.48,0.22,3.669,0.2079,0.3513,0.363,0.0024,0.0006,0.0024,0.033,0.8015,0.0,0.0,,,0,,,0.6652,0.0,0.0,0,0,0.0014,False,payoff_low=0.000:min0.10,92
2026-09-08T00:47:14Z,bCVo5KE-IlI,yt bCVo5KE-IlI,youtube_shorts_calib,file:///root/datasets/pubg/youtube_shorts/yt_bCVo5KE-IlI.mp4,local:youtube_shorts_calib,/root/datasets/pubg/youtube_shorts/yt_bCVo5KE-IlI.mp4,40.07,40.07,0.1925,3.982,0.1401,0.2927,0.352,0.1407,0.1686,0.1686,0.0387,0.6958,0.0,0.0,,,0,,,0.7644,0.0,0.0,0,0,0.0115,False,payoff_low=0.000:min0.10,161
